,image,X,Y,score_1,label_id_1,label_code_1,label_name_1,score_2,label_id_2,label_code_2,label_name_2,score_3,label_id_3,label_code_3,label_name_3,score_4,label_id_4,label_code_4,label_name_4,score_5,label_id_5,label_code_5,label_name_5
0,HKARMS01_2T.jpg,118,118,0.2654956198630836,1905,_SED,ARMS-CREP-Sediment,0.25261011630079927,1899,_BRY,ARMS-CREP-Bryozoan,0.08101153125784347,1898,_BIEM,ARMS-CREP-Bivalve-empty,0.07871034335346845,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.04687360716996571,1873,_BREN,ARMS-CREP-Brown encrusting macroalgae
0,HKARMS01_2T.jpg,554,118,0.2848366584668717,1899,_BRY,ARMS-CREP-Bryozoan,0.19558558077680577,1871,_CCA,ARMS-CREP-CCA,0.1263224993675808,1889,_CAWT,ARMS-CREP-Calcareous Worm Tube,0.1013904790802004,1898,_BIEM,ARMS-CREP-Bivalve-empty,0.06674589711461133,988,_BAR,Barnacles
0,HKARMS01_2T.jpg,990,118,0.7184360975997427,1871,_CCA,ARMS-CREP-CCA,0.11803979222950761,1899,_BRY,ARMS-CREP-Bryozoan,0.027982857873818986,1898,_BIEM,ARMS-CREP-Bivalve-empty,0.0208356447549245,1889,_CAWT,ARMS-CREP-Calcareous Worm Tube,0.020284294393321703,1886,_NR,ARMS-CREP-No Recruitment
0,HKARMS01_2T.jpg,1426,118,0.7832377425321806,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.11681366318789962,1871,_CCA,ARMS-CREP-CCA,0.023878050345863655,1905,_SED,ARMS-CREP-Sediment,0.016925024396775453,1903,_SP,ARMS-CREP-Sponge,0.015322702486100523,2787,_BFILM,ARMS-Biofilm
0,HKARMS01_2T.jpg,1862,118,0.37016969557002805,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.319923064323073,1871,_CCA,ARMS-CREP-CCA,0.0958196398626448,1899,_BRY,ARMS-CREP-Bryozoan,0.08590016322073041,1905,_SED,ARMS-CREP-Sediment,0.020819746388782173,2787,_BFILM,ARMS-Biofilm
0,HKARMS01_2T.jpg,2298,118,0.3284576125917233,1905,_SED,ARMS-CREP-Sediment,0.23368568540183474,1899,_BRY,ARMS-CREP-Bryozoan,0.22949599721853137,1871,_CCA,ARMS-CREP-CCA,0.04008902307780244,1897,_BI,ARMS-CREP-Bivalve,0.037131408495241866,2787,_BFILM,ARMS-Biofilm
0,HKARMS01_2T.jpg,2734,118,0.3346045460160379,2787,_BFILM,ARMS-Biofilm,0.2714846521783133,1905,_SED,ARMS-CREP-Sediment,0.13771688243136804,1871,_CCA,ARMS-CREP-CCA,0.12656410612503585,1886,_NR,ARMS-CREP-No Recruitment,0.03547905597579155,1887,_UNAV,ARMS-CREP-Unavailable
0,HKARMS01_2T.jpg,3171,118,0.34787053767821857,2787,_BFILM,ARMS-Biofilm,0.28294435252617006,1905,_SED,ARMS-CREP-Sediment,0.18688084489220455,1871,_CCA,ARMS-CREP-CCA,0.08443672959343844,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.04665710094854685,1899,_BRY,ARMS-CREP-Bryozoan
0,HKARMS01_2T.jpg,3607,118,0.901383812447064,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.04830231335559153,1899,_BRY,ARMS-CREP-Bryozoan,0.017022117447322405,1905,_SED,ARMS-CREP-Sediment,0.011272289979713744,2787,_BFILM,ARMS-Biofilm,0.006673081838224989,1873,_BREN,ARMS-CREP-Brown encrusting macroalgae
0,HKARMS01_2T.jpg,4043,118,0.2888629070246955,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.2335794790510331,1871,_CCA,ARMS-CREP-CCA,0.22160546290938188,1905,_SED,ARMS-CREP-Sediment,0.06940696974462723,2787,_BFILM,ARMS-Biofilm,0.03851552902894669,1899,_BRY,ARMS-CREP-Bryozoan
